sample,aveVote,count
sub-243511_ses-24mo_T1-Sagittal-CorpusCallosum,1,1
sub-243511_ses-24mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-243511_ses-24mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-243511_ses-24mo_T2-Axial-BasalGangila-Putamen,1,1
sub-243511_ses-24mo_T2-Axial-SuperiorFrontal,1,1
sub-243511_ses-24mo_T2-Coronal-OrbitoFrontal,1,1
sub-243511_ses-24mo_T2-Sagittal-CorpusCallosum,1,1
sub-243511_ses-24mo_desc-AtlasInT1w,1,1
sub-243511_ses-24mo_task-rest_run-01_desc-T2InTask,1,1
sub-243511_ses-24mo_task-rest_run-01_desc-TaskInT1,1,1
sub-243511_ses-24mo_task-rest_run-02_desc-T1InTask,1,1
sub-243511_ses-24mo_task-rest_run-02_desc-T2InTask,1,1
sub-243511_ses-24mo_task-rest_run-02_desc-TaskInT1,1,1
sub-243511_ses-24mo_task-rest_run-02_desc-TaskInT2,1,1
sub-251549_ses-16mo_T1-Axial-BasalGangila-Putamen,1,1
sub-251549_ses-16mo_T1-Coronal-Caudate-Amygdala,1,1
sub-251549_ses-16mo_T1-Coronal-OrbitoFrontal,1,1
sub-251549_ses-16mo_T1-Sagittal-CorpusCallosum,1,1
sub-251549_ses-16mo_T1-Sagittal-Insula-FrontoTemporal,0,1
sub-251549_ses-16mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-251549_ses-16mo_T2-Axial-BasalGangila-Putamen,1,1
sub-251549_ses-16mo_T2-Axial-SuperiorFrontal,1,1
sub-251549_ses-16mo_T2-Coronal-Caudate-Amygdala,1,1
sub-251549_ses-16mo_T2-Coronal-OrbitoFrontal,1,1
sub-251549_ses-16mo_T2-Sagittal-CorpusCallosum,0,1
sub-251549_ses-16mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-251549_ses-16mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-251549_ses-16mo_desc-AtlasInT1w,1,1
sub-251549_ses-16mo_task-rest_run-01_desc-T2InTask,1,1
sub-251549_ses-16mo_task-rest_run-01_desc-TaskInT1,1,1
sub-251549_ses-16mo_task-rest_run-01_desc-TaskInT2,1,1
sub-251549_ses-16mo_task-rest_run-02_desc-T1InTask,1,1
sub-251549_ses-16mo_task-rest_run-02_desc-T2InTask,1,1
sub-251549_ses-16mo_task-rest_run-02_desc-TaskInT1,1,1
sub-251549_ses-16mo_task-rest_run-03_desc-T1InTask,1,1
sub-251549_ses-16mo_task-rest_run-03_desc-T2InTask,1,1
sub-251549_ses-16mo_task-rest_run-03_desc-TaskInT1,1,1
sub-251549_ses-16mo_task-rest_run-03_desc-TaskInT2,1,1
sub-251549_ses-16mo_task-rest_run-04_desc-T1InTask,0,1
sub-251549_ses-16mo_task-rest_run-04_desc-TaskInT1,1,1
sub-251549_ses-16mo_task-rest_run-04_desc-TaskInT2,1,1
sub-251549_ses-16mo_task-rest_run-05_desc-T1InTask,1,1
sub-251549_ses-16mo_task-rest_run-05_desc-T2InTask,1,1
sub-251549_ses-16mo_task-rest_run-05_desc-TaskInT1,1,1
sub-251549_ses-16mo_task-rest_run-05_desc-TaskInT2,1,1
sub-261266_ses-17mo_T1-Axial-SuperiorFrontal,1,1
sub-261266_ses-17mo_T1-Coronal-OrbitoFrontal,1,1
sub-261266_ses-17mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-261266_ses-17mo_T1-Sagittal-CorpusCallosum,1,1
sub-261266_ses-17mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-261266_ses-17mo_T2-Axial-SuperiorFrontal,0,1
sub-261266_ses-17mo_T2-Coronal-Caudate-Amygdala,1,1
sub-261266_ses-17mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-261266_ses-17mo_task-rest_run-01_desc-TaskInT1,1,1
sub-261266_ses-17mo_task-rest_run-01_desc-TaskInT2,1,1
sub-261266_ses-17mo_task-rest_run-02_desc-T1InTask,1,1
sub-261266_ses-17mo_task-rest_run-02_desc-TaskInT2,1,1
sub-261266_ses-17mo_task-rest_run-03_desc-T1InTask,1,1
sub-261266_ses-17mo_task-rest_run-03_desc-T2InTask,1,1
sub-261266_ses-17mo_task-rest_run-03_desc-TaskInT1,1,1
sub-261266_ses-17mo_task-rest_run-03_desc-TaskInT2,1,1
sub-261266_ses-17mo_task-rest_run-04_desc-T1InTask,1,1
sub-261266_ses-17mo_task-rest_run-04_desc-T2InTask,1,1
sub-261266_ses-17mo_task-rest_run-04_desc-TaskInT1,1,1
sub-261266_ses-23mo_T1-Axial-BasalGangila-Putamen,1,1
sub-261266_ses-23mo_T1-Axial-SuperiorFrontal,1,1
sub-261266_ses-23mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-261266_ses-23mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-261266_ses-23mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-261266_ses-23mo_T2-Axial-BasalGangila-Putamen,1,1
sub-261266_ses-23mo_T2-Axial-SuperiorFrontal,1,1
sub-261266_ses-23mo_T2-Coronal-Caudate-Amygdala,0,1
sub-261266_ses-23mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-261266_ses-23mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-261266_ses-23mo_desc-AtlasInT1w,1,1
sub-261266_ses-23mo_desc-T1wInAtlas,0,1
sub-261266_ses-23mo_task-rest_run-01_desc-TaskInT1,1,1
sub-261266_ses-23mo_task-rest_run-01_desc-TaskInT2,1,1
sub-261266_ses-23mo_task-rest_run-02_desc-T1InTask,1,1
sub-261266_ses-23mo_task-rest_run-02_desc-T2InTask,1,1
sub-261266_ses-23mo_task-rest_run-02_desc-TaskInT2,1,1
sub-261266_ses-23mo_task-rest_run-03_desc-TaskInT1,1,1
sub-261266_ses-23mo_task-rest_run-03_desc-TaskInT2,1,1
sub-261266_ses-23mo_task-rest_run-04_desc-TaskInT1,1,1
sub-266394_ses-15mo_T1-Axial-BasalGangila-Putamen,1,4
sub-266394_ses-15mo_T1-Axial-SuperiorFrontal,0.25,4
sub-266394_ses-15mo_T1-Coronal-Caudate-Amygdala,0.5,4
sub-266394_ses-15mo_T1-Coronal-OrbitoFrontal,1,4
sub-266394_ses-15mo_T1-Coronal-PosteriorParietal-Lingual,0.8,5
sub-266394_ses-15mo_T1-Sagittal-CorpusCallosum,0.75,4
sub-266394_ses-15mo_T1-Sagittal-Insula-FrontoTemporal,0.75,4
sub-266394_ses-15mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0.25,4
sub-266394_ses-15mo_T2-Axial-BasalGangila-Putamen,1,4
sub-266394_ses-15mo_T2-Axial-SuperiorFrontal,0,4
sub-266394_ses-15mo_T2-Coronal-Caudate-Amygdala,1,4
sub-266394_ses-15mo_T2-Coronal-OrbitoFrontal,1,5
sub-266394_ses-15mo_T2-Sagittal-CorpusCallosum,0.5,4
sub-266394_ses-15mo_T2-Sagittal-Insula-FrontoTemporal,0.8,5
sub-266394_ses-15mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,4
sub-266394_ses-15mo_desc-AtlasInT1w,0.5,4
sub-266394_ses-15mo_desc-T1wInAtlas,0.5,4
sub-266394_ses-15mo_task-rest_run-01_desc-T1InTask,1,4
sub-266394_ses-15mo_task-rest_run-01_desc-T2InTask,1,4
sub-266394_ses-15mo_task-rest_run-01_desc-TaskInT1,1,4
sub-266394_ses-15mo_task-rest_run-01_desc-TaskInT2,1,4
sub-266394_ses-15mo_task-rest_run-02_desc-T1InTask,1,4
sub-266394_ses-15mo_task-rest_run-02_desc-T2InTask,1,5
sub-266394_ses-15mo_task-rest_run-02_desc-TaskInT1,1,4
sub-266394_ses-15mo_task-rest_run-02_desc-TaskInT2,1,4
sub-266437_ses-18mo_T1-Axial-BasalGangila-Putamen,1,1
sub-266437_ses-18mo_T1-Axial-SuperiorFrontal,1,1
sub-266437_ses-18mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-266437_ses-18mo_T1-Sagittal-CorpusCallosum,1,1
sub-266437_ses-18mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-266437_ses-18mo_T2-Coronal-Caudate-Amygdala,1,1
sub-266437_ses-18mo_T2-Sagittal-CorpusCallosum,0,1
sub-266437_ses-18mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-266437_ses-18mo_desc-AtlasInT1w,1,1
sub-266437_ses-18mo_desc-T1wInAtlas,1,1
sub-266437_ses-18mo_task-rest_run-01_desc-T2InTask,1,1
sub-266437_ses-18mo_task-rest_run-01_desc-TaskInT1,1,1
sub-266437_ses-18mo_task-rest_run-01_desc-TaskInT2,1,1
sub-266437_ses-18mo_task-rest_run-02_desc-T1InTask,1,1
sub-266437_ses-18mo_task-rest_run-02_desc-TaskInT1,1,1
sub-266437_ses-18mo_task-rest_run-02_desc-TaskInT2,1,1
sub-266437_ses-18mo_task-rest_run-03_desc-TaskInT1,1,1
sub-266437_ses-18mo_task-rest_run-03_desc-TaskInT2,1,1
sub-266437_ses-18mo_task-rest_run-04_desc-T1InTask,1,1
sub-266437_ses-18mo_task-rest_run-04_desc-T2InTask,1,1
sub-266437_ses-18mo_task-rest_run-04_desc-TaskInT1,1,1
sub-266437_ses-18mo_task-rest_run-04_desc-TaskInT2,1,1
sub-266437_ses-36mo_T1-Axial-BasalGangila-Putamen,1,1
sub-266437_ses-36mo_T1-Axial-SuperiorFrontal,1,1
sub-266437_ses-36mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-266437_ses-36mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-266437_ses-36mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-266437_ses-36mo_T2-Axial-SuperiorFrontal,1,1
sub-266437_ses-36mo_T2-Coronal-OrbitoFrontal,1,1
sub-266437_ses-36mo_desc-T1wInAtlas,1,1
sub-266437_ses-36mo_task-rest_run-01_desc-T1InTask,1,1
sub-266437_ses-36mo_task-rest_run-01_desc-T2InTask,1,1
sub-266437_ses-36mo_task-rest_run-01_desc-TaskInT1,1,1
sub-266437_ses-36mo_task-rest_run-01_desc-TaskInT2,1,1
sub-266437_ses-36mo_task-rest_run-02_desc-T1InTask,1,1
sub-266437_ses-36mo_task-rest_run-02_desc-T2InTask,1,1
sub-266437_ses-36mo_task-rest_run-02_desc-TaskInT1,1,1
sub-266437_ses-36mo_task-rest_run-02_desc-TaskInT2,1,1
sub-266437_ses-36mo_task-rest_run-03_desc-T1InTask,0,1
sub-266437_ses-36mo_task-rest_run-03_desc-T2InTask,1,1
sub-266437_ses-36mo_task-rest_run-03_desc-TaskInT1,1,1
sub-266437_ses-36mo_task-rest_run-03_desc-TaskInT2,1,1
sub-266437_ses-36mo_task-rest_run-04_desc-T2InTask,1,1
sub-266437_ses-36mo_task-rest_run-04_desc-TaskInT1,1,1
sub-266437_ses-36mo_task-rest_run-04_desc-TaskInT2,1,1
sub-266437_ses-42mo_T1-Axial-BasalGangila-Putamen,1,1
sub-266437_ses-42mo_T1-Coronal-Caudate-Amygdala,1,1
sub-266437_ses-42mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-266437_ses-42mo_T1-Sagittal-CorpusCallosum,1,1
sub-266437_ses-42mo_T1-Sagittal-Insula-FrontoTemporal,0,1
sub-266437_ses-42mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-266437_ses-42mo_T2-Axial-SuperiorFrontal,1,1
sub-266437_ses-42mo_T2-Coronal-Caudate-Amygdala,1,1
sub-266437_ses-42mo_T2-Coronal-OrbitoFrontal,1,1
sub-266437_ses-42mo_T2-Sagittal-CorpusCallosum,1,1
sub-266437_ses-42mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-266437_ses-42mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-266437_ses-42mo_desc-T1wInAtlas,1,1
sub-266437_ses-42mo_task-rest_run-01_desc-T1InTask,0,1
sub-266437_ses-42mo_task-rest_run-01_desc-TaskInT1,1,1
sub-266437_ses-42mo_task-rest_run-01_desc-TaskInT2,1,1
sub-266437_ses-42mo_task-rest_run-02_desc-T1InTask,0,1
sub-266437_ses-42mo_task-rest_run-02_desc-TaskInT1,1,1
sub-266437_ses-42mo_task-rest_run-02_desc-TaskInT2,1,1
sub-269462_ses-48mo_T1-Axial-BasalGangila-Putamen,1,4
sub-269462_ses-48mo_T1-Axial-SuperiorFrontal,0.25,4
sub-269462_ses-48mo_T1-Coronal-Caudate-Amygdala,0.75,4
sub-269462_ses-48mo_T1-Coronal-OrbitoFrontal,0.75,4
sub-269462_ses-48mo_T1-Coronal-PosteriorParietal-Lingual,0.5,4
sub-269462_ses-48mo_T1-Sagittal-CorpusCallosum,0.5,4
sub-269462_ses-48mo_T1-Sagittal-Insula-FrontoTemporal,0.25,4
sub-269462_ses-48mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,4
sub-269462_ses-48mo_T2-Axial-BasalGangila-Putamen,1,4
sub-269462_ses-48mo_T2-Axial-SuperiorFrontal,0.5,4
sub-269462_ses-48mo_T2-Coronal-Caudate-Amygdala,1,5
sub-269462_ses-48mo_T2-Coronal-OrbitoFrontal,0.6,5
sub-269462_ses-48mo_T2-Sagittal-CorpusCallosum,0.5,4
sub-269462_ses-48mo_T2-Sagittal-Insula-FrontoTemporal,0.75,4
sub-269462_ses-48mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,0.5,4
sub-269462_ses-48mo_desc-AtlasInT1w,0.75,4
sub-269462_ses-48mo_desc-T1wInAtlas,0.75,4
sub-269462_ses-48mo_task-rest_run-01_desc-T1InTask,1,4
sub-269462_ses-48mo_task-rest_run-01_desc-T2InTask,1,4
sub-269462_ses-48mo_task-rest_run-01_desc-TaskInT1,1,4
sub-269462_ses-48mo_task-rest_run-01_desc-TaskInT2,1,4
sub-269462_ses-48mo_task-rest_run-02_desc-T1InTask,1,4
sub-269462_ses-48mo_task-rest_run-02_desc-T2InTask,1,5
sub-269462_ses-48mo_task-rest_run-02_desc-TaskInT1,1,5
sub-269462_ses-48mo_task-rest_run-02_desc-TaskInT2,1,4
sub-269462_ses-48mo_task-rest_run-03_desc-T1InTask,1,5
sub-269462_ses-48mo_task-rest_run-03_desc-T2InTask,1,5
sub-269462_ses-48mo_task-rest_run-03_desc-TaskInT1,1,4
sub-269462_ses-48mo_task-rest_run-03_desc-TaskInT2,1,5
sub-269462_ses-48mo_task-rest_run-04_desc-T1InTask,1,4
sub-269462_ses-48mo_task-rest_run-04_desc-T2InTask,1,4
sub-269462_ses-48mo_task-rest_run-04_desc-TaskInT1,1,4
sub-269462_ses-48mo_task-rest_run-04_desc-TaskInT2,1,4
sub-270471_ses-55mo_T1-Axial-BasalGangila-Putamen,1,1
sub-270471_ses-55mo_T1-Axial-SuperiorFrontal,1,1
sub-270471_ses-55mo_T1-Coronal-Caudate-Amygdala,1,1
sub-270471_ses-55mo_T1-Coronal-OrbitoFrontal,0,1
sub-270471_ses-55mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-270471_ses-55mo_T1-Sagittal-CorpusCallosum,0,1
sub-270471_ses-55mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-270471_ses-55mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-270471_ses-55mo_T2-Axial-SuperiorFrontal,1,1
sub-270471_ses-55mo_T2-Coronal-Caudate-Amygdala,0,1
sub-270471_ses-55mo_T2-Coronal-OrbitoFrontal,1,1
sub-270471_ses-55mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-270471_ses-55mo_desc-AtlasInT1w,1,1
sub-270471_ses-55mo_task-rest_run-01_desc-T1InTask,1,1
sub-270471_ses-55mo_task-rest_run-01_desc-T2InTask,1,1
sub-270471_ses-55mo_task-rest_run-02_desc-T1InTask,1,1
sub-270471_ses-55mo_task-rest_run-02_desc-T2InTask,1,1
sub-272097_ses-8mo_T1-Axial-BasalGangila-Putamen,1,1
sub-272097_ses-8mo_T1-Axial-SuperiorFrontal,1,1
sub-272097_ses-8mo_T1-Coronal-OrbitoFrontal,0,1
sub-272097_ses-8mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-272097_ses-8mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-272097_ses-8mo_T2-Axial-BasalGangila-Putamen,1,1
sub-272097_ses-8mo_T2-Axial-SuperiorFrontal,0,1
sub-272097_ses-8mo_T2-Coronal-Caudate-Amygdala,1,1
sub-272097_ses-8mo_T2-Sagittal-CorpusCallosum,0,1
sub-272097_ses-8mo_desc-T1wInAtlas,1,1
sub-272097_ses-8mo_task-rest_run-01_desc-T1InTask,0,1
sub-272097_ses-8mo_task-rest_run-01_desc-T2InTask,0,1
sub-272097_ses-8mo_task-rest_run-01_desc-TaskInT1,1,1
sub-272097_ses-8mo_task-rest_run-02_desc-T1InTask,0,1
sub-272097_ses-8mo_task-rest_run-02_desc-T2InTask,1,1
sub-272097_ses-8mo_task-rest_run-02_desc-TaskInT2,1,1
sub-272097_ses-8mo_task-rest_run-03_desc-TaskInT1,1,1
sub-272097_ses-8mo_task-rest_run-04_desc-T1InTask,0,1
sub-272097_ses-8mo_task-rest_run-04_desc-T2InTask,1,1
sub-272097_ses-8mo_task-rest_run-04_desc-TaskInT1,1,1
sub-273929_ses-20mo_T1-Axial-BasalGangila-Putamen,1,4
sub-273929_ses-20mo_T1-Axial-SuperiorFrontal,0.4,5
sub-273929_ses-20mo_T1-Coronal-Caudate-Amygdala,0.25,4
sub-273929_ses-20mo_T1-Coronal-OrbitoFrontal,0.5,4
sub-273929_ses-20mo_T1-Coronal-PosteriorParietal-Lingual,1,4
sub-273929_ses-20mo_T1-Sagittal-CorpusCallosum,1,4
sub-273929_ses-20mo_T1-Sagittal-Insula-FrontoTemporal,1,4
sub-273929_ses-20mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,4
sub-273929_ses-20mo_T2-Axial-BasalGangila-Putamen,0.75,4
sub-273929_ses-20mo_T2-Axial-SuperiorFrontal,0.8,5
sub-273929_ses-20mo_T2-Coronal-Caudate-Amygdala,1,4
sub-273929_ses-20mo_T2-Coronal-OrbitoFrontal,1,4
sub-273929_ses-20mo_T2-Sagittal-CorpusCallosum,1,4
sub-273929_ses-20mo_T2-Sagittal-Insula-FrontoTemporal,1,4
sub-273929_ses-20mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,4
sub-273929_ses-20mo_desc-AtlasInT1w,1,4
sub-273929_ses-20mo_desc-T1wInAtlas,0.6,5
sub-273929_ses-20mo_task-rest_run-01_desc-T1InTask,1,4
sub-273929_ses-20mo_task-rest_run-01_desc-T2InTask,1,4
sub-273929_ses-20mo_task-rest_run-01_desc-TaskInT1,1,4
sub-273929_ses-20mo_task-rest_run-01_desc-TaskInT2,1,4
sub-273929_ses-20mo_task-rest_run-02_desc-T1InTask,0.25,4
sub-273929_ses-20mo_task-rest_run-02_desc-T2InTask,1,4
sub-273929_ses-20mo_task-rest_run-02_desc-TaskInT1,1,4
sub-273929_ses-20mo_task-rest_run-02_desc-TaskInT2,1,5
sub-277066_ses-10mo_T1-Axial-BasalGangila-Putamen,1,1
sub-277066_ses-10mo_T1-Axial-SuperiorFrontal,0,1
sub-277066_ses-10mo_T1-Coronal-Caudate-Amygdala,1,1
sub-277066_ses-10mo_T1-Coronal-OrbitoFrontal,1,1
sub-277066_ses-10mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-277066_ses-10mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-277066_ses-10mo_T2-Axial-BasalGangila-Putamen,1,1
sub-277066_ses-10mo_T2-Axial-SuperiorFrontal,1,1
sub-277066_ses-10mo_T2-Coronal-Caudate-Amygdala,1,1
sub-277066_ses-10mo_T2-Coronal-OrbitoFrontal,1,1
sub-277066_ses-10mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-277066_ses-10mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-277066_ses-10mo_desc-AtlasInT1w,1,1
sub-277066_ses-10mo_desc-T1wInAtlas,1,1
sub-277066_ses-10mo_task-rest_run-01_desc-TaskInT2,1,1
sub-277066_ses-10mo_task-rest_run-02_desc-T2InTask,1,1
sub-277066_ses-10mo_task-rest_run-02_desc-TaskInT1,1,1
sub-277066_ses-10mo_task-rest_run-02_desc-TaskInT2,1,1
sub-277066_ses-10mo_task-rest_run-03_desc-T1InTask,1,1
sub-277066_ses-10mo_task-rest_run-03_desc-T2InTask,1,1
sub-277066_ses-10mo_task-rest_run-03_desc-TaskInT1,1,1
sub-277066_ses-10mo_task-rest_run-03_desc-TaskInT2,1,1
sub-277066_ses-10mo_task-rest_run-04_desc-T1InTask,1,1
sub-277066_ses-10mo_task-rest_run-04_desc-T2InTask,1,1
sub-277066_ses-10mo_task-rest_run-04_desc-TaskInT1,1,1
sub-277066_ses-24mo_T1-Axial-BasalGangila-Putamen,0,1
sub-277066_ses-24mo_T1-Axial-SuperiorFrontal,0,1
sub-277066_ses-24mo_T1-Coronal-Caudate-Amygdala,1,1
sub-277066_ses-24mo_T1-Coronal-OrbitoFrontal,0,1
sub-277066_ses-24mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-277066_ses-24mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-277066_ses-24mo_T2-Axial-BasalGangila-Putamen,0,1
sub-277066_ses-24mo_T2-Coronal-Caudate-Amygdala,0,1
sub-277066_ses-24mo_T2-Coronal-OrbitoFrontal,0,1
sub-277066_ses-24mo_T2-Sagittal-Insula-FrontoTemporal,0,1
sub-277066_ses-24mo_desc-AtlasInT1w,0,1
sub-277066_ses-24mo_task-rest_run-01_desc-T2InTask,0,1
sub-277066_ses-24mo_task-rest_run-01_desc-TaskInT2,0,1
sub-277066_ses-24mo_task-rest_run-02_desc-T2InTask,0,1
sub-277066_ses-24mo_task-rest_run-02_desc-TaskInT2,0,1
sub-277066_ses-24mo_task-rest_run-03_desc-T1InTask,0,1
sub-277066_ses-24mo_task-rest_run-03_desc-TaskInT1,1,1
sub-277066_ses-24mo_task-rest_run-04_desc-T1InTask,1,1
sub-277066_ses-24mo_task-rest_run-04_desc-T2InTask,0,1
sub-277762_ses-15mo_T1-Axial-BasalGangila-Putamen,1,1
sub-277762_ses-15mo_T1-Coronal-Caudate-Amygdala,1,1
sub-277762_ses-15mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-277762_ses-15mo_T2-Axial-SuperiorFrontal,0,1
sub-277762_ses-15mo_T2-Coronal-Caudate-Amygdala,1,1
sub-277762_ses-15mo_T2-Coronal-OrbitoFrontal,1,1
sub-277762_ses-15mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-277762_ses-15mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-277762_ses-15mo_desc-AtlasInT1w,1,1
sub-277762_ses-15mo_desc-T1wInAtlas,0,1
sub-277762_ses-15mo_task-rest_run-01_desc-T1InTask,0,1
sub-277762_ses-15mo_task-rest_run-01_desc-T2InTask,0,1
sub-277762_ses-15mo_task-rest_run-01_desc-TaskInT1,1,1
sub-277762_ses-15mo_task-rest_run-01_desc-TaskInT2,1,1
sub-277762_ses-15mo_task-rest_run-02_desc-T2InTask,1,1
sub-277762_ses-15mo_task-rest_run-02_desc-TaskInT2,1,1
sub-277762_ses-15mo_task-rest_run-03_desc-T1InTask,1,1
sub-277762_ses-15mo_task-rest_run-03_desc-T2InTask,1,1
sub-277762_ses-15mo_task-rest_run-03_desc-TaskInT2,1,1
sub-277762_ses-15mo_task-rest_run-04_desc-T1InTask,1,1
sub-277762_ses-15mo_task-rest_run-04_desc-TaskInT1,1,1
sub-277762_ses-15mo_task-rest_run-04_desc-TaskInT2,1,1
sub-277762_ses-24mo_T1-Coronal-Caudate-Amygdala,1,1
sub-277762_ses-24mo_T1-Coronal-OrbitoFrontal,1,1
sub-277762_ses-24mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-277762_ses-24mo_T1-Sagittal-CorpusCallosum,1,1
sub-277762_ses-24mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-277762_ses-24mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-277762_ses-24mo_T2-Axial-BasalGangila-Putamen,1,1
sub-277762_ses-24mo_T2-Coronal-Caudate-Amygdala,1,1
sub-277762_ses-24mo_T2-Coronal-OrbitoFrontal,1,1
sub-277762_ses-24mo_T2-Sagittal-CorpusCallosum,1,1
sub-277762_ses-24mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-277762_ses-24mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-277762_ses-24mo_desc-AtlasInT1w,1,1
sub-277762_ses-24mo_desc-T1wInAtlas,1,1
sub-277762_ses-24mo_task-rest_run-01_desc-T1InTask,1,1
sub-277762_ses-24mo_task-rest_run-01_desc-TaskInT1,1,1
sub-277762_ses-24mo_task-rest_run-01_desc-TaskInT2,1,1
sub-277762_ses-24mo_task-rest_run-02_desc-T1InTask,1,1
sub-277762_ses-24mo_task-rest_run-02_desc-TaskInT1,1,1
sub-277762_ses-24mo_task-rest_run-02_desc-TaskInT2,1,1
sub-277762_ses-24mo_task-rest_run-03_desc-TaskInT1,1,1
sub-277762_ses-24mo_task-rest_run-03_desc-TaskInT2,1,1
sub-277762_ses-24mo_task-rest_run-04_desc-T2InTask,0,1
sub-277762_ses-24mo_task-rest_run-04_desc-TaskInT1,1,1
sub-277762_ses-9mo_T1-Coronal-OrbitoFrontal,1,1
sub-277762_ses-9mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-277762_ses-9mo_T1-Sagittal-CorpusCallosum,0,1
sub-277762_ses-9mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-277762_ses-9mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-277762_ses-9mo_T2-Axial-BasalGangila-Putamen,1,1
sub-277762_ses-9mo_T2-Coronal-OrbitoFrontal,0,1
sub-277762_ses-9mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-277762_ses-9mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-277762_ses-9mo_desc-AtlasInT1w,1,1
sub-277762_ses-9mo_desc-T1wInAtlas,1,1
sub-277762_ses-9mo_task-rest_run-01_desc-T1InTask,0,1
sub-277762_ses-9mo_task-rest_run-01_desc-TaskInT1,1,1
sub-277762_ses-9mo_task-rest_run-02_desc-TaskInT1,1,1
sub-282791_ses-19mo_T1-Axial-SuperiorFrontal,0,1
sub-282791_ses-19mo_T1-Coronal-Caudate-Amygdala,0,1
sub-282791_ses-19mo_T1-Coronal-OrbitoFrontal,1,1
sub-282791_ses-19mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-282791_ses-19mo_T1-Sagittal-CorpusCallosum,1,1
sub-282791_ses-19mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-282791_ses-19mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-282791_ses-19mo_T2-Axial-BasalGangila-Putamen,1,1
sub-282791_ses-19mo_T2-Axial-SuperiorFrontal,1,1
sub-282791_ses-19mo_T2-Coronal-Caudate-Amygdala,1,1
sub-282791_ses-19mo_T2-Coronal-OrbitoFrontal,1,1
sub-282791_ses-19mo_T2-Sagittal-CorpusCallosum,1,1
sub-282791_ses-19mo_desc-AtlasInT1w,1,1
sub-282791_ses-19mo_desc-T1wInAtlas,1,1
